transaction_id,product_id,transaction_quantity,price_per_unit
101632,35,1,3.1
101632,79,1,3.75
101633,50,1,2.5
101634,36,1,3.75
101634,69,1,3.25
101635,22,2,2.0
101636,36,2,3.75
101636,77,1,3.0
101637,42,1,2.5
101638,22,2,2.0
101638,73,1,3.75
101639,54,1,2.5
101640,58,2,3.5
101640,82,1,12.0
101641,61,1,4.75
101642,53,2,3.0
101643,57,1,3.1
101643,21,1,13.33
101644,53,2,3.0
101645,57,2,3.1
101646,37,1,3.0
101646,84,1,0.8
101647,25,2,2.2
101648,35,1,3.1
101649,45,2,3.0
101650,46,2,2.5
101650,2,1,18.0
101651,47,2,3.0
101652,58,1,3.5
101653,53,2,3.0
101653,79,1,3.75
101654,52,1,2.5
101655,35,1,3.1
101656,30,1,3.0
101656,76,1,3.5
101657,71,1,3.75
101657,71,1,3.75
101658,25,2,2.2
101659,47,1,3.0
101660,36,1,3.75
101660,13,1,8.95
101661,57,1,3.1
101661,70,1,3.25
101662,50,2,2.5
101663,32,3,3.0
101664,37,1,3.0
101664,84,2,0.8
101665,36,1,3.75
101665,8,1,45.0
101666,51,2,3.0
101667,23,2,2.5
101668,55,1,4.0
101669,71,1,3.75
101670,27,1,3.5
101671,35,2,3.1
101672,79,1,3.75
101673,41,2,4.25
101673,63,2,0.8
101674,61,1,4.75
101675,40,1,3.75
101675,84,2,0.8
101676,57,1,3.1
101676,69,1,3.25
101677,27,1,3.5
101678,25,2,2.2
101679,44,1,2.5
101680,61,2,4.75
101681,29,1,2.5
101681,71,1,3.75
101682,50,1,2.5
101683,26,2,3.0
101684,52,1,2.5
101685,51,1,3.0
101686,22,1,2.0
101687,61,1,4.75
101688,46,2,2.5
101689,38,2,3.75
101689,64,1,0.8
101690,38,1,3.75
101690,84,2,0.8
101691,52,2,2.5
101692,26,1,3.0
101693,52,1,2.5
101694,47,2,3.0
101694,73,1,3.75
101695,54,2,2.5
101696,55,2,4.0
101697,53,1,3.0
101698,51,2,3.0
101699,44,2,2.5
101700,47,1,3.0
101701,41,1,4.25
101702,39,2,4.25
101702,65,2,0.8
101703,50,2,2.5
101704,49,2,3.0
101704,75,1,3.5
101705,54,1,2.5
101706,42,1,2.5
101707,60,1,3.75
101708,27,1,3.5
101709,43,2,3.0
101709,71,1,3.75
101710,38,2,3.75
101710,64,2,0.8
101711,40,1,3.75
101711,13,1,8.95
101712,45,1,3.0
101713,23,1,2.5
101713,71,1,3.75
101714,49,1,3.0
101715,52,1,2.5
101716,57,1,3.1
101717,54,1,2.5
101718,42,2,2.5
101718,74,1,3.5
101719,36,1,3.75
101719,9,1,22.5
101720,24,1,3.0
101721,27,2,3.5
101722,51,2,3.0
101723,57,1,3.1
101723,73,1,3.75
101724,30,1,3.0
101725,87,1,3.0
101726,52,1,2.5
101727,24,2,3.0
101728,28,2,2.0
101729,47,2,3.0
101730,32,1,3.0
101731,61,2,4.75
101732,60,1,3.75
101732,73,1,3.75
101732,82,1,12.0
101733,54,1,2.5
101734,43,2,3.0
101735,58,1,3.5
101736,61,2,4.75
101736,78,1,4.5
101737,32,1,3.0
101737,81,1,28.0
101738,29,2,2.5
101738,69,1,3.25
101739,38,1,3.75
101739,79,1,3.75
101740,40,1,3.75
101740,65,1,0.8
101740,69,1,3.25
101740,81,1,28.0
101741,60,1,3.75
101742,31,2,2.2
101743,49,2,3.0
101744,42,1,2.5
101744,18,1,10.95
101745,27,2,3.5
101746,58,1,3.5
101747,40,2,3.75
101747,84,2,0.8
101747,73,1,3.75
101748,56,2,2.55
101748,78,1,4.5
101749,24,2,3.0
101750,42,2,2.5
101750,9,1,22.5
101751,44,1,2.5
101752,36,1,3.75
101753,28,1,2.0
101754,31,2,2.2
101755,61,2,4.75
101755,70,1,3.25
101756,28,1,2.0
101756,76,1,3.5
101757,47,2,3.0
101757,77,1,3.0
101758,49,2,3.0
101758,9,1,22.5
101759,32,1,3.0
101760,58,1,3.5
101761,87,2,3.0
101762,50,1,2.5
101763,37,1,3.0
101763,65,2,0.8
101763,76,1,3.5
101764,52,1,2.5
101764,79,1,3.75
101765,41,1,4.25
101766,46,2,2.5
101767,47,1,3.0
101767,1,1,18.0
101768,36,1,3.75
101768,78,1,4.5
101769,31,1,2.2
101769,77,1,3.0
101770,37,2,3.0
101771,56,2,2.55
101772,28,2,2.0
101773,45,1,3.0
101774,39,1,4.25
101775,39,1,4.25
101775,21,1,13.33
101776,47,2,3.0
101777,29,2,2.5
101778,55,2,4.0
101778,7,1,19.75
101779,61,2,4.75
101780,28,1,2.0
101781,31,2,2.2
101782,60,1,3.75
101783,25,1,2.2
101784,53,1,3.0
101784,69,1,3.25
101785,46,1,2.5
101786,53,2,3.0
101787,33,2,3.5
101788,87,1,3.0
101789,42,2,2.5
101790,33,1,3.5
101791,44,2,2.5
101791,75,1,3.5
101792,27,1,3.5
101792,76,1,3.5
101793,36,2,3.75
101794,30,2,3.0
101794,69,1,3.25
101795,32,2,3.0
101795,75,1,3.5
101796,54,1,2.5
101796,71,1,3.75
101797,38,1,3.75
101798,50,2,2.5
101798,71,1,3.75
101799,45,1,3.0
101799,72,1,3.25
101800,58,1,3.5
101801,46,2,2.5
101802,25,2,2.2
101803,48,2,2.5
101804,34,1,2.45
101805,23,1,2.5
101806,35,1,3.1
101807,23,1,2.5
101808,40,1,3.75
101809,54,2,2.5
101810,41,1,4.25
101810,64,2,0.8
101810,73,1,3.75
101810,83,1,14.0
101811,22,1,2.0
101812,39,2,4.25
101812,65,1,0.8
101813,54,2,2.5
101814,58,1,3.5
101814,6,1,21.0
101814,81,1,28.0
101815,45,1,3.0
101815,73,1,3.75
101816,59,2,4.5
101816,3,1,14.75
101817,61,1,4.75
101818,37,1,3.0
101818,63,1,0.8
101818,83,1,23.0
101819,39,1,4.25
101819,65,2,0.8
101820,87,1,3.0
101821,87,1,3.0
101821,79,1,3.75
101822,44,1,2.5
101822,16,1,8.95
101823,32,1,3.0
101823,72,1,3.25
101824,33,2,3.5
101825,61,1,4.75
101826,57,1,3.1
101827,37,1,3.0
101827,63,2,0.8
101828,29,1,2.5
101829,30,1,3.0
101830,48,2,2.5
101830,11,1,8.95
101831,43,2,3.0
101831,69,1,3.25
101831,1,1,18.0
101832,35,1,3.1
101833,36,2,3.75
101834,31,1,2.2
101835,24,1,3.0
101835,70,1,3.25
101836,29,1,2.5
101836,71,1,3.75
101837,44,1,2.5
101838,28,2,2.0
101839,36,1,3.75
101840,25,2,2.2
101841,87,2,3.0
101842,28,2,2.0
101843,61,1,4.75
101844,59,2,4.5
101845,41,2,4.25
101845,65,2,0.8
101845,78,1,4.5
101846,23,2,2.5
101846,69,1,3.25
101847,45,2,3.0
101848,36,2,3.75
101849,25,2,2.2
101849,82,1,12.0
101850,23,1,2.5
101850,73,1,3.75
101851,43,1,3.0
101851,78,1,4.5
101852,55,2,4.0
101853,31,2,2.2
101854,36,1,3.75
101855,60,1,3.75
101855,72,1,3.25
101856,32,1,3.0
101857,34,1,2.45
101858,27,1,3.5
101859,42,2,2.5
101860,30,2,3.0
101860,69,1,3.25
101861,61,2,4.75
101862,33,1,3.5
101863,48,2,2.5
101864,37,1,3.0
101864,69,1,3.25
101865,39,1,4.25
101865,63,1,0.8
101865,74,1,3.5
101866,26,2,3.0
101867,57,2,3.1
101868,35,1,3.1
101869,31,2,2.2
101870,30,2,3.0
101871,27,1,3.5
101872,54,2,2.5
101872,72,1,3.25
101873,28,2,2.0
101874,34,2,2.45
101875,53,1,3.0
101876,52,2,2.5
101877,48,1,2.5
101878,38,1,3.75
101879,24,1,3.0
101880,22,1,2.0
101880,11,1,8.95
101881,56,1,2.55
101882,33,1,3.5
101883,25,1,2.2
101883,78,1,4.5
101884,50,2,2.5
101884,70,1,3.25
101885,35,2,3.1
101886,50,1,2.5
101887,28,2,2.0
101888,44,1,2.5
101889,49,2,3.0
101890,42,2,2.5
101890,79,1,3.75
101891,31,2,2.2
101891,82,1,12.0
101892,43,1,3.0
101893,45,2,3.0
101894,48,2,2.5
101894,6,1,21.0
101895,60,1,3.75
101896,87,2,3.0
101897,59,2,4.5
101898,87,2,3.0
101898,74,1,3.5
101899,56,2,2.55
101899,71,1,3.75
101900,56,1,2.55
101900,74,1,3.5
101901,40,2,3.75
101901,84,2,0.8
101902,36,1,3.75
101903,50,2,2.5
101904,41,2,4.25
101905,25,1,2.2
101905,79,1,3.75
101906,48,1,2.5
101907,23,1,2.5
101908,32,2,3.0
101909,23,1,2.5
101910,59,2,4.5
101911,34,1,2.45
101912,87,1,3.0
101913,24,2,3.0
101913,70,1,3.25
101914,58,2,3.5
101914,13,1,8.95
101915,33,2,3.5
101916,37,1,3.0
101916,65,2,0.8
101917,53,2,3.0
101917,76,1,3.5
101918,48,2,2.5
101918,73,1,3.75
101919,41,1,4.25
101919,84,2,0.8
101920,41,1,4.25
101920,74,1,3.5
101921,32,2,3.0
101921,79,1,3.75
101921,3,1,14.75
101922,28,2,2.0
101923,43,1,3.0
101924,27,2,3.5
101925,34,2,2.45
101925,74,1,3.5
101926,43,1,3.0
101927,25,1,2.2
101928,53,1,3.0
101928,77,1,3.0
101929,53,1,3.0
101930,46,1,2.5
101930,79,1,3.75
101931,44,1,2.5
101932,38,2,3.75
101933,43,1,3.0
101934,40,2,3.75
101934,65,2,0.8
101934,81,1,28.0
101935,53,1,3.0
101935,18,1,10.95
101936,58,1,3.5
101937,41,1,4.25
101938,57,1,3.1
101938,77,1,3.0
101939,28,2,2.0
101940,55,2,4.0
101941,39,1,4.25
101942,35,2,3.1
101942,78,1,4.5
101943,87,1,3.0
101944,40,1,3.75
101944,84,2,0.8
101944,74,1,3.5
101945,47,1,3.0
101946,25,1,2.2
101947,41,2,4.25
101948,41,1,4.25
101949,31,2,2.2
101950,36,2,3.75
101951,54,2,2.5
101952,49,1,3.0
101952,71,1,3.75
101953,51,2,3.0
101954,57,1,3.1
101954,21,1,13.33
101955,38,1,3.75
101956,48,2,2.5
101956,17,1,9.5
101957,41,2,4.25
101958,36,1,3.75
101958,76,1,3.5
101959,51,2,3.0
101959,9,1,22.5
101960,54,1,2.5
101960,76,1,3.5
101961,41,1,4.25
101962,54,1,2.5
101962,20,1,7.6
101963,27,2,3.5
101964,54,2,2.5
101965,39,2,4.25
101965,64,1,0.8
101966,59,2,4.5
101966,14,1,8.95
101967,55,3,4.0
101968,28,1,2.0
101969,33,2,3.5
101970,42,2,2.5
101970,15,1,9.25
101971,29,1,2.5
101972,27,1,3.5
101973,37,1,3.0
101973,65,1,0.8
101974,49,1,3.0
101975,41,1,4.25
101975,65,1,0.8
101976,37,3,3.0
101976,65,2,0.8
101977,44,1,2.5
101977,70,1,3.25
101978,54,2,2.5
101979,50,2,2.5
101980,42,1,2.5
101981,59,1,4.5
101982,39,1,4.25
101982,84,1,0.8
101983,52,1,2.5
101983,18,1,10.95
101984,45,1,3.0
101985,27,2,3.5
101986,41,1,4.25
101986,84,1,0.8
101987,38,1,3.75
101987,64,2,0.8
101988,50,2,2.5
101989,30,2,3.0
101990,59,1,4.5
101991,27,2,3.5
101992,56,2,2.55
101993,61,2,4.75
101994,87,2,3.0
101995,22,1,2.0
101996,28,2,2.0
101997,42,1,2.5
101998,57,1,3.1
101999,57,1,3.1
102000,54,2,2.5
102001,43,2,3.0
102002,53,2,3.0
102003,42,3,2.5
102003,76,1,3.5
102004,28,1,2.0
102004,74,1,3.5
102005,54,2,2.5
102006,47,1,3.0
102007,22,2,2.0
102008,40,2,3.75
102008,65,1,0.8
102009,56,2,2.55
102010,53,1,3.0
102011,29,1,2.5
102011,81,1,28.0
102012,48,1,2.5
102013,40,1,3.75
102013,65,2,0.8
102014,48,1,2.5
102015,44,2,2.5
102016,42,2,2.5
102017,35,1,3.1
102018,24,2,3.0
102019,22,1,2.0
102020,24,1,3.0
102021,30,1,3.0
102022,87,1,3.0
102023,60,2,3.75
102024,51,1,3.0
102025,27,1,3.5
102026,53,2,3.0
102027,36,2,3.75
102027,70,1,3.25
102028,42,1,2.5
102029,36,2,3.75
102030,22,2,2.0
102031,34,2,2.45
102031,75,1,3.5
102032,26,2,3.0
102033,37,2,3.0
102033,63,2,0.8
102034,45,2,3.0
102035,41,1,4.25
102035,64,2,0.8
102036,27,2,3.5
102037,42,1,2.5
102038,25,1,2.2
102039,27,1,3.5
102040,38,2,3.75
102040,84,1,0.8
102041,25,1,2.2
102042,48,2,2.5
102043,23,1,2.5
102043,76,1,3.5
102044,37,2,3.0
102044,65,2,0.8
102045,54,2,2.5
102045,72,1,3.25
102046,23,1,2.5
102047,22,2,2.0
102048,29,2,2.5
102049,49,1,3.0
102049,70,1,3.25
102050,61,1,4.75
102051,59,2,4.5
102052,58,1,3.5
102053,42,2,2.5
102053,79,1,3.75
102054,56,1,2.55
102054,70,1,3.25
102055,87,1,3.0
102055,74,1,3.5
102056,36,2,3.75
102056,73,1,3.75
102057,44,1,2.5
102057,9,1,22.5
102058,50,1,2.5
102059,57,2,3.1
102059,69,1,3.25
102060,53,2,3.0
102061,29,2,2.5
102061,76,1,3.5
102062,39,2,4.25
102062,64,2,0.8
102063,29,1,2.5
102064,60,2,3.75
102065,55,1,4.0
102065,72,1,3.25
102066,22,1,2.0
102066,9,1,22.5
102067,44,1,2.5
102067,71,1,3.75
102068,48,1,2.5
102069,31,2,2.2
102070,61,1,4.75
102071,38,2,3.75
102071,65,1,0.8
102071,70,1,3.25
102072,47,2,3.0
102072,79,1,3.75
102073,37,1,3.0
102074,52,1,2.5
102075,24,1,3.0
102076,59,2,4.5
102077,55,2,4.0
102078,59,1,4.5
102079,37,2,3.0
102079,84,1,0.8
102080,55,2,4.0
102081,61,1,4.75
102082,53,1,3.0
102082,82,1,12.0
102083,27,2,3.5
102084,61,2,4.75
102085,61,1,4.75
102085,70,1,3.25
102085,21,1,13.33
102086,59,2,4.5
102086,70,1,3.25
102087,47,2,3.0
102088,43,1,3.0
102089,45,1,3.0
102090,43,1,3.0
102090,78,1,4.5
102091,37,2,3.0
102091,84,1,0.8
102092,25,2,2.2
102093,41,1,4.25
102093,65,1,0.8
102093,73,1,3.75
102094,39,2,4.25
102094,63,2,0.8
102094,5,1,15.0
102095,51,1,3.0
102096,49,2,3.0
102096,79,1,3.75
102097,43,2,3.0
102098,42,2,2.5
102099,49,2,3.0
102100,30,2,3.0
102101,26,2,3.0
102101,71,1,3.75
102102,40,2,3.75
102103,49,1,3.0
102104,56,2,2.55
102105,55,1,4.0
102106,42,2,2.5
102107,46,2,2.5
102108,48,2,2.5
102108,69,1,3.25
102109,52,2,2.5
102110,48,2,2.5
102110,70,1,3.25
102111,71,1,3.75
102112,29,1,2.5
102113,37,1,3.0
102113,65,2,0.8
102114,55,2,4.0
102115,24,1,3.0
102115,78,1,4.5
102116,51,1,3.0
102116,73,1,3.75
102117,41,1,4.25
102118,28,1,2.0
102119,35,1,3.1
102119,76,1,3.5
102120,53,2,3.0
102121,61,2,4.75
102121,73,1,3.75
102122,54,1,2.5
102123,50,1,2.5
102124,36,1,3.75
102124,78,1,4.5
102125,30,1,3.0
102125,81,1,28.0
102126,29,2,2.5
102127,50,2,2.5
102128,32,2,3.0
102128,70,1,3.25
102129,24,2,3.0
102130,28,1,2.0
102131,59,1,4.5
102132,59,2,4.5
102132,3,1,14.75
102133,41,1,4.25
102133,64,1,0.8
102133,73,1,3.75
102134,61,1,4.75
102135,45,2,3.0
102136,35,2,3.1
102136,12,1,8.95
102137,46,1,2.5
102138,55,2,4.0
102138,57,2,3.1
102139,30,2,3.0
102139,83,1,14.0
102140,51,2,3.0
102140,21,1,13.33
102141,27,2,3.5
102142,52,2,2.5
102143,59,2,4.5
102144,36,1,3.75
102145,43,1,3.0
102146,35,2,3.1
102147,24,2,3.0
102148,28,2,2.0
102149,55,2,4.0
102150,30,2,3.0
102151,38,1,3.75
102151,84,2,0.8
102152,37,2,3.0
102152,84,2,0.8
102153,23,1,2.5
102154,57,1,3.1
102155,33,2,3.5
102156,56,2,2.55
102157,37,2,3.0
102158,51,1,3.0
102159,44,1,2.5
102160,34,2,2.45
102161,35,1,3.1
102162,23,1,2.5
102163,24,1,3.0
102164,46,2,2.5
102164,71,1,3.75
102165,41,2,4.25
102165,65,2,0.8
102166,50,2,2.5
102166,71,1,3.75
102167,39,2,4.25
102167,64,2,0.8
102167,79,1,3.75
102168,23,1,2.5
102169,40,1,3.75
102170,33,1,3.5
102171,23,2,2.5
102172,45,2,3.0
102173,33,1,3.5
102174,56,1,2.55
102175,23,1,2.5
102176,23,1,2.5
102177,45,1,3.0
102177,69,1,3.25
102178,52,2,2.5
102179,32,2,3.0
102180,45,2,3.0
102180,10,1,10.0
102181,60,2,3.75
102181,76,1,3.5
102182,43,1,3.0
102183,52,2,2.5
102184,53,2,3.0
102185,48,1,2.5
102186,53,2,3.0
102187,33,2,3.5
102188,23,2,2.5
102189,36,1,3.75
102190,87,2,3.0
102191,35,2,3.1
102192,34,1,2.45
102192,73,1,3.75
102193,60,1,3.75
102194,43,2,3.0
102195,32,2,3.0
102196,71,1,3.75
102197,42,1,2.5
102198,46,1,2.5
102199,51,2,3.0
102200,59,1,4.5
102201,38,2,3.75
102201,65,2,0.8
102201,71,1,3.75
102202,44,2,2.5
102203,27,1,3.5
102204,30,2,3.0
102204,70,1,3.25
102205,58,1,3.5
102206,38,1,3.75
102206,65,1,0.8
102206,77,1,3.0
102207,36,1,3.75
102208,38,1,3.75
102208,73,1,3.75
102209,46,2,2.5
102210,36,1,3.75
102211,49,1,3.0
102212,49,2,3.0
102213,58,1,3.5
102214,45,1,3.0
102215,29,1,2.5
102216,34,2,2.45
102217,46,1,2.5
102218,32,1,3.0
102219,41,1,4.25
102219,63,2,0.8
102220,42,2,2.5
102221,41,2,4.25
102221,65,1,0.8
102222,45,1,3.0
102223,23,1,2.5
102224,48,1,2.5
102225,53,2,3.0
102225,72,1,3.25
102226,28,2,2.0
102227,28,2,2.0
102228,28,2,2.0
102228,73,1,3.75
102229,27,1,3.5
102229,79,1,3.75
102230,26,1,3.0
102231,49,1,3.0
102232,43,1,3.0
102233,23,2,2.5
102234,23,2,2.5
102235,41,1,4.25
102235,64,1,0.8
102236,32,2,3.0
102237,30,2,3.0
102238,49,2,3.0
102238,1,1,18.0
102239,28,2,2.0
102240,24,2,3.0
102240,72,1,3.25
102241,41,2,4.25
102241,84,1,0.8
102242,38,1,3.75
102242,64,2,0.8
102243,35,1,3.1
102244,27,1,3.5
102245,40,1,3.75
102245,63,1,0.8
102245,6,1,21.0
102246,48,1,2.5
102247,58,1,3.5
102247,77,1,3.0
102248,45,2,3.0
102249,60,1,3.75
102249,79,1,3.75
102250,42,2,2.5
102251,35,2,3.1
102252,40,2,3.75
102252,84,2,0.8
102253,28,2,2.0
102254,50,2,2.5
102255,49,1,3.0
102256,22,2,2.0
102256,71,1,3.75
102257,55,2,4.0
102258,44,1,2.5
102259,23,2,2.5
102260,61,1,4.75
102261,26,1,3.0
102262,35,2,3.1
102263,31,1,2.2
102264,71,1,3.75
102264,71,1,3.75
102265,39,2,4.25
102265,64,1,0.8
102265,78,1,4.5
102266,37,2,3.0
102266,64,1,0.8
102267,30,2,3.0
102267,70,1,3.25
102268,46,1,2.5
102269,42,2,2.5
102270,36,1,3.75
102271,35,1,3.1
102271,73,1,3.75
102272,53,1,3.0
102273,32,2,3.0
102274,29,1,2.5
102275,41,1,4.25
102275,64,2,0.8
102276,34,2,2.45
102277,33,1,3.5
102278,48,1,2.5
102278,76,1,3.5
102279,25,1,2.2
102280,25,1,2.2
102281,22,2,2.0
102281,79,1,3.75
102282,24,1,3.0
102282,11,1,8.95
102283,28,2,2.0
102284,50,1,2.5
102285,23,2,2.5
102286,27,1,3.5
102287,57,2,3.1
102288,47,2,3.0
102289,36,1,3.75
102290,39,2,4.25
102290,64,2,0.8
102291,29,2,2.5
102292,58,2,3.5
102292,72,1,3.25
102292,83,1,14.0
102293,25,1,2.2
102294,60,2,3.75
102295,24,1,3.0
102295,7,1,19.75
102296,44,2,2.5
102297,55,2,4.0
102297,20,1,7.6
102298,52,2,2.5
102299,27,3,3.5
102300,25,2,2.2
102301,41,2,4.25
102301,65,2,0.8
102301,73,1,3.75
102302,28,2,2.0
102302,79,1,3.75
102303,28,2,2.0
102304,87,2,3.0
102305,59,1,4.5
102306,51,2,3.0
102307,29,2,2.5
102308,43,1,3.0
102309,41,2,4.25
102309,63,1,0.8
102309,76,1,3.5
102310,55,1,4.0
102311,41,1,4.25
102311,63,1,0.8
102312,59,2,4.5
102313,45,1,3.0
102313,78,1,4.5
102314,87,2,3.0
102315,87,1,2.1
102315,72,1,3.25
102316,50,1,2.5
102316,72,1,3.25
102316,59,2,4.5
102317,23,2,2.5
102318,24,1,3.0
102319,55,2,4.0
102320,22,2,2.0
102320,69,1,3.25
102321,57,1,3.1
102322,44,2,2.5
102322,70,1,3.25
102323,27,1,3.5
102324,44,1,2.5
102324,13,1,8.95
102325,61,3,4.75
102325,69,1,3.25
102326,47,2,3.0
102327,41,1,4.25
102327,3,1,14.75
102328,33,2,3.5
102329,25,1,2.2
102330,57,2,3.1
102331,39,2,4.25
102331,65,1,0.8
102332,46,2,2.5
102332,83,1,14.0
102333,75,1,3.5
102334,39,2,4.25
102334,65,2,0.8
102335,61,1,4.75
102336,37,1,3.0
102336,69,1,3.25
102337,37,1,3.0
102337,71,1,3.75
102338,71,1,3.75
102339,49,1,3.0
102339,71,1,3.75
102340,36,2,3.75
102341,46,1,2.5
102342,31,2,2.2
102343,59,1,4.5
102344,40,2,3.75
102344,65,2,0.8
102344,11,1,8.95
102345,36,1,3.75
102346,36,2,3.75
102347,56,2,2.55
102347,72,1,3.25
102347,10,1,10.0
102348,26,2,3.0
102348,70,1,3.25
102349,40,1,3.75
102349,63,1,0.8
102350,46,2,2.5
102350,13,1,8.95
102350,83,1,14.0
102351,53,2,3.0
102352,47,1,3.0
102353,26,2,3.0
102354,42,2,2.5
102355,54,2,2.5
102356,24,1,3.0
102357,27,2,3.5
102358,52,1,2.5
102359,51,1,3.0
102360,46,2,2.5
102361,22,1,2.0
102362,32,1,3.0
102362,74,1,3.5
102363,27,1,3.5
102363,35,1,3.1
102364,87,1,3.0
102365,29,2,2.5
102366,50,1,2.5
102367,27,2,3.5
102368,48,1,2.5
102369,57,1,3.1
102369,70,1,3.25
102370,44,2,2.5
102370,70,1,3.25
102371,58,2,3.5
102372,31,2,2.2
102373,27,2,3.5
102373,75,1,3.5
102374,31,2,2.2
102375,40,2,3.75
102375,84,1,0.8
102376,42,2,2.5
102377,55,1,4.0
102378,44,2,2.5
102379,72,1,3.25
102379,87,1,2.1
102379,70,1,3.25
102380,36,2,3.75
102381,26,2,3.0
102381,75,1,3.5
102382,51,2,3.0
102382,71,1,3.75
102383,57,1,3.1
102384,53,1,3.0
102385,28,1,2.0
102386,33,1,3.5
102387,27,2,3.5
102388,56,1,2.55
102388,70,1,3.25
102389,57,1,3.1
102389,69,1,3.25
102390,34,1,2.45
102391,59,2,4.5
102392,53,2,3.0
102393,36,1,3.75
102394,37,1,3.0
102394,65,1,0.8
102395,54,3,2.5
102396,59,1,4.5
102396,75,1,3.5
102397,33,1,3.5
102398,38,2,3.75
102398,65,2,0.8
102399,36,1,3.75
102400,60,1,3.75
102401,57,2,3.1
102401,76,1,3.5
102402,37,1,3.0
102402,84,1,0.8
102403,27,2,3.5
102404,35,3,3.1
102405,61,2,4.75
102406,42,1,2.5
102406,77,1,3.0
102407,53,1,3.0
102408,35,1,3.1
102409,61,2,4.75
102410,24,2,3.0
102410,79,1,3.75
102410,10,1,10.0
102411,61,1,4.75
102412,61,2,4.75
102413,87,1,3.0
102413,70,1,3.25
102414,46,1,2.5
102414,73,1,3.75
102415,61,2,4.75
102416,22,1,2.0
102417,44,1,2.5
102418,23,2,2.5
102418,72,1,3.25
102419,28,2,2.0
102420,60,1,3.75
102420,69,1,3.25
102421,51,2,3.0
102421,70,1,3.25
102422,51,2,3.0
102422,74,1,3.5
102423,40,2,3.75
102423,63,2,0.8
102424,44,1,2.5
102425,35,1,3.1
102426,52,1,2.5
102427,25,2,2.2
102428,53,1,3.0
102429,37,1,3.0
102429,84,1,0.8
102429,70,1,3.25
102430,32,2,3.0
102430,76,1,3.5
102431,27,2,3.5
102432,25,2,2.2
102433,31,1,2.2
102434,22,2,2.0
102435,38,2,3.75
102435,75,1,3.5
102436,40,1,3.75
102436,65,1,0.8
102437,28,2,2.0
102438,60,1,3.75
102438,69,1,3.25
102439,38,2,3.75
102439,64,1,0.8
102439,71,1,3.75
102440,30,1,3.0
102440,75,1,3.5
102441,55,2,4.0
102441,72,1,3.25
102442,26,1,3.0
102442,72,1,3.25
102443,39,2,4.25
102443,84,1,0.8
102443,75,1,3.5
102444,61,2,4.75
102445,87,1,3.0
102446,33,1,3.5
102447,39,2,4.25
102447,64,2,0.8
102448,43,1,3.0
102449,58,1,3.5
102450,58,1,3.5
102451,40,2,3.75
102451,63,2,0.8
102451,20,1,7.6
102452,51,1,3.0
102453,54,2,2.5
102454,59,2,4.5
102454,76,1,3.5
102455,24,2,3.0
102456,44,1,2.5
102456,4,1,20.45
102457,41,2,4.25
102457,84,1,0.8
102457,71,1,3.75
102458,51,2,3.0
102459,25,2,2.2
102459,70,1,3.25
102460,44,1,2.5
102461,32,1,3.0
102461,18,1,6.4
102462,54,1,2.5
102462,4,1,20.45
102463,41,1,4.25
102463,84,2,0.8
102464,29,1,2.5
102465,40,1,3.75
102465,84,2,0.8
102466,52,2,2.5
102467,36,1,3.75
102467,75,1,3.5
102468,59,1,4.5
102469,28,1,2.0
102470,35,1,3.1
102470,69,1,3.25
102471,39,2,4.25
102471,63,1,0.8
102472,28,1,2.0
102473,28,1,2.0
102474,47,2,3.0
102475,50,1,2.5
102475,13,1,8.95
102476,59,2,4.5
102477,45,1,3.0
102478,53,2,3.0
102479,39,1,4.25
102479,64,2,0.8
102480,54,2,2.5
102481,44,1,2.5
102482,23,1,2.5
102482,69,1,3.25
102483,55,1,4.0
102484,87,1,2.1
102484,72,1,3.25
102484,13,1,8.95
102485,28,2,2.0
102485,74,1,3.5
102486,56,1,2.55
102487,51,1,3.0
102487,78,1,4.5
102488,27,2,3.5
102488,74,1,3.5
102489,61,2,4.75
102489,71,1,3.75
102490,47,1,3.0
102491,56,2,2.55
102492,45,1,3.0
102493,59,1,4.5
102494,52,2,2.5
102495,33,2,3.5
102495,6,1,21.0
102496,30,2,3.0
102497,25,1,2.2
102498,30,2,3.0
102499,46,2,2.5
102500,24,2,3.0
102501,58,2,3.5
102502,57,1,3.1
102503,60,2,3.75
102504,31,2,2.2
102505,87,1,3.0
102506,59,1,4.5
102506,20,1,7.6
102507,60,2,3.75
102507,74,1,3.5
102508,37,2,3.0
102508,65,1,0.8
102509,44,2,2.5
102510,59,1,4.5
102511,43,2,3.0
102512,35,1,3.1
102513,25,2,2.2
102514,36,1,3.75
102514,81,1,28.0
102515,39,1,4.25
102515,64,2,0.8
102515,73,1,3.75
102516,43,1,3.0
102516,77,1,3.0
102517,46,2,2.5
102517,77,1,3.0
102518,55,2,4.0
102518,75,1,3.5
102519,61,2,4.75
102520,23,2,2.5
102521,25,2,2.2
102521,76,1,3.5
102522,58,2,3.5
102522,3,1,14.75
102523,49,2,3.0
102524,58,1,3.5
102525,72,1,3.25
102525,87,1,2.1
102525,79,1,3.75
102526,52,1,2.5
102527,59,1,4.5
102528,24,2,3.0
102528,73,1,3.75
102529,36,2,3.75
102529,75,1,3.5
102530,30,1,3.0
102531,22,1,2.0
102532,33,2,3.5
102533,61,1,4.75
102534,46,2,2.5
102534,77,1,3.0
102535,61,1,4.75
102535,72,1,3.25
102536,28,2,2.0
102536,71,1,3.75
102537,39,1,4.25
102538,35,2,3.1
